,product_id,product_type,product_name,size,colour,price,quantity_available_product,description,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,sales_id,price_per_unit,quantity_product_sales,total_price,min_discount_per_product,profit_per_product,profit_per_product (dollar),total_profit (dollars)
10,157,Shirt,Linen,M,green,116,42,"A green coloured, M sized, Linen Shirt",473,Lori Briars,Male,61,531 Schmitt BoulevardApt. 010,1744,Annaton,South Australia,Australia,2,50490,2021-2-3,2021-02-13,10,91,3,273,21.55%,0.0%,0,0
11,1174,Trousers,High-Waisted,XL,green,98,78,"A green coloured, XL sized, High-Waisted Trousers",473,Lori Briars,Male,61,531 Schmitt BoulevardApt. 010,1744,Annaton,South Australia,Australia,2,50490,2021-2-3,2021-02-13,11,99,2,198,0.0%,1.02%,1,2
12,54,Shirt,Dress,XL,green,119,52,"A green coloured, XL sized, Dress Shirt",774,Ellynn Korba,Genderqueer,34,2096 Wilson MewsApt. 714,8590,West Jonathanshire,Tasmania,Australia,3,46763,2021-10-8,2021-11-03,12,104,1,104,12.61%,0.0%,0,0
13,6,Shirt,Oxford Cloth,S,orange,114,72,"A orange coloured, S sized, Oxford Cloth Shirt",774,Ellynn Korba,Genderqueer,34,2096 Wilson MewsApt. 714,8590,West Jonathanshire,Tasmania,Australia,3,46763,2021-10-8,2021-11-03,13,96,2,192,15.79%,0.0%,0,0
14,1010,Trousers,Wool,XS,violet,111,80,"A violet coloured, XS sized, Wool Trousers",774,Ellynn Korba,Genderqueer,34,2096 Wilson MewsApt. 714,8590,West Jonathanshire,Tasmania,Australia,3,46763,2021-10-8,2021-11-03,14,106,2,212,4.5%,0.0%,0,0
15,1033,Trousers,Relaxed Leg,L,green,95,62,"A green coloured, L sized, Relaxed Leg Trousers",433,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,4,39782,2021-5-6,2021-05-19,15,90,1,90,5.26%,0.0%,0,0
16,1184,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers",433,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,4,39782,2021-5-6,2021-05-19,16,99,3,297,0.0%,1.02%,1,3
17,769,Jacket,Peacoat,XL,violet,102,42,"A violet coloured, XL sized, Peacoat Jacket",433,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,4,39782,2021-5-6,2021-05-19,17,109,1,109,0.0%,6.86%,7,7
18,923,Trousers,Drawstring,L,yellow,104,68,"A yellow coloured, L sized, Drawstring Trousers",433,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,4,39782,2021-5-6,2021-05-19,18,96,3,288,7.69%,0.0%,0,0
19,12,Shirt,Oxford Cloth,M,yellow,114,56,"A yellow coloured, M sized, Oxford Cloth Shirt",433,Candis Roswarne,Non-binary,46,5777 Mayer PassApt. 881,9728,West Michaelport,Tasmania,Australia,4,39782,2021-5-6,2021-05-19,19,96,2,192,15.79%,0.0%,0,0
20,148,Shirt,Linen,L,orange,116,73,"A orange coloured, L sized, Linen Shirt",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,20,91,2,182,21.55%,0.0%,0,0
21,475,Jacket,Puffer,XS,blue,110,57,"A blue coloured, XS sized, Puffer Jacket",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,21,118,2,236,0.0%,7.27%,8,16
22,1,Shirt,Oxford Cloth,S,red,114,53,"A red coloured, S sized, Oxford Cloth Shirt",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,22,96,3,288,15.79%,0.0%,0,0
23,830,Jacket,Shearling,XS,indigo,95,68,"A indigo coloured, XS sized, Shearling Jacket",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,23,117,3,351,0.0%,23.16%,22,66
24,1209,Trousers,Pleated,XL,green,90,55,"A green coloured, XL sized, Pleated Trousers",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,24,105,3,315,0.0%,16.67%,15,45
25,635,Jacket,Coach,XS,orange,115,42,"A orange coloured, XS sized, Coach Jacket",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,25,93,3,279,19.13%,0.0%,0,0
26,639,Jacket,Coach,XL,orange,115,46,"A orange coloured, XL sized, Coach Jacket",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,26,93,3,279,19.13%,0.0%,0,0
27,695,Jacket,Parka,XS,violet,119,59,"A violet coloured, XS sized, Parka Jacket",441,Artemas Vasilischev,Bigender,53,33 Richards JunctionApt. 478,7650,South Rileyview,Western Australia,Australia,5,14719,2021-3-23,2021-03-24,27,113,1,113,5.04%,0.0%,0,0
28,38,Shirt,Dress,L,red,119,79,"A red coloured, L sized, Dress Shirt",800,Katusha Ceney,Bigender,49,3570 Sarah AvenueApt. 092,4505,Daughertyport,Queensland,Australia,6,16197,2021-9-9,2021-10-05,28,104,2,208,12.61%,0.0%,0,0
29,473,Jacket,Puffer,L,green,110,43,"A green coloured, L sized, Puffer Jacket",800,Katusha Ceney,Bigender,49,3570 Sarah AvenueApt. 092,4505,Daughertyport,Queensland,Australia,6,16197,2021-9-9,2021-10-05,29,118,2,236,0.0%,7.27%,8,16
30,242,Shirt,Chambray,M,violet,105,72,"A violet coloured, M sized, Chambray Shirt",800,Katusha Ceney,Bigender,49,3570 Sarah AvenueApt. 092,4505,Daughertyport,Queensland,Australia,6,16197,2021-9-9,2021-10-05,30,106,1,106,0.0%,0.95%,1,1
31,804,Jacket,Pullover,XL,violet,114,69,"A violet coloured, XL sized, Pullover Jacket",800,Katusha Ceney,Bigender,49,3570 Sarah AvenueApt. 092,4505,Daughertyport,Queensland,Australia,6,16197,2021-9-9,2021-10-05,31,91,2,182,20.18%,0.0%,0,0
32,850,Trousers,Chinos,XS,yellow,100,41,"A yellow coloured, XS sized, Chinos Trousers",626,Tann Scothron,Genderqueer,64,72 Hunter Station StApt. 220,1807,Walterstad,New South Wales,Australia,7,37666,2021-4-5,2021-04-11,32,113,2,226,0.0%,13.0%,13,26
33,1162,Trousers,High-Waisted,M,orange,98,69,"A orange coloured, M sized, High-Waisted Trousers",626,Tann Scothron,Genderqueer,64,72 Hunter Station StApt. 220,1807,Walterstad,New South Wales,Australia,7,37666,2021-4-5,2021-04-11,33,99,3,297,0.0%,1.02%,1,3
34,765,Jacket,Peacoat,XS,violet,102,54,"A violet coloured, XS sized, Peacoat Jacket",58,Aurie Margett,Agender,39,260 Lily PassSuite 549,2783,Amelieburgh,New South Wales,Australia,8,28484,2021-4-12,2021-05-01,34,109,1,109,0.0%,6.86%,7,7
35,256,Shirt,Polo,S,yellow,117,77,"A yellow coloured, S sized, Polo Shirt",58,Aurie Margett,Agender,39,260 Lily PassSuite 549,2783,Amelieburgh,New South Wales,Australia,8,28484,2021-4-12,2021-05-01,35,95,2,190,18.8%,0.0%,0,0
36,203,Shirt,Camp Collared,L,indigo,112,72,"A indigo coloured, L sized, Camp Collared Shirt",852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-5-1,2021-05-11,36,98,1,98,12.5%,0.0%,0,0
37,486,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket",852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-5-1,2021-05-11,37,118,2,236,0.0%,7.27%,8,16
38,708,Jacket,Trench Coat,L,orange,112,70,"A orange coloured, L sized, Trench Coat Jacket",852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-5-1,2021-05-11,38,119,1,119,0.0%,6.25%,7,7
39,1040,Trousers,Relaxed Leg,XS,indigo,95,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-5-1,2021-05-11,39,90,2,180,5.26%,0.0%,0,0
40,917,Trousers,Drawstring,M,orange,104,76,"A orange coloured, M sized, Drawstring Trousers",852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-5-1,2021-05-11,40,96,3,288,7.69%,0.0%,0,0
41,1061,Trousers,Joggers,S,yellow,94,76,"A yellow coloured, S sized, Joggers Trousers",852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-5-1,2021-05-11,41,93,2,186,1.06%,0.0%,0,0
42,35,Shirt,Dress,XS,red,119,63,"A red coloured, XS sized, Dress Shirt",852,Lucas Cromly,Polygender,67,079 Chase MallApt. 902,8460,O'connertown,Tasmania,Australia,9,12896,2021-5-1,2021-05-11,42,104,2,208,12.61%,0.0%,0,0
43,325,Shirt,Mandarin Collar,XS,yellow,108,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",659,Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia,10,21922,2021-10-15,2021-10-16,43,109,3,327,0.0%,0.93%,1,3
44,860,Trousers,Chinos,XS,blue,100,69,"A blue coloured, XS sized, Chinos Trousers",659,Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia,10,21922,2021-10-15,2021-10-16,44,113,2,226,0.0%,13.0%,13,26
45,426,Jacket,Denim,S,orange,92,51,"A orange coloured, S sized, Denim Jacket",659,Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia,10,21922,2021-10-15,2021-10-16,45,107,3,321,0.0%,16.3%,15,45
46,877,Trousers,Cords,M,red,113,68,"A red coloured, M sized, Cords Trousers",785,Jillana Blankau,Genderfluid,54,82 Beahan BoulevardSuite 281,2683,Port Adamburgh,Northern Territory,Australia,11,36624,2021-6-15,2021-06-30,46,94,2,188,16.81%,0.0%,0,0
47,780,Jacket,Pullover,XS,yellow,114,65,"A yellow coloured, XS sized, Pullover Jacket",785,Jillana Blankau,Genderfluid,54,82 Beahan BoulevardSuite 281,2683,Port Adamburgh,Northern Territory,Australia,11,36624,2021-6-15,2021-06-30,47,91,3,273,20.18%,0.0%,0,0
48,782,Jacket,Pullover,M,yellow,114,49,"A yellow coloured, M sized, Pullover Jacket",120,Didi Garton,Polygender,60,13 Ivy BoulevardSuite 234,3554,Carterbury,Queensland,Australia,12,55507,2021-6-30,2021-07-11,48,91,1,91,20.18%,0.0%,0,0
49,632,Jacket,Coach,M,red,115,76,"A red coloured, M sized, Coach Jacket",120,Didi Garton,Polygender,60,13 Ivy BoulevardSuite 234,3554,Carterbury,Queensland,Australia,12,55507,2021-6-30,2021-07-11,49,93,2,186,19.13%,0.0%,0,0
50,846,Trousers,Chinos,S,orange,100,58,"A orange coloured, S sized, Chinos Trousers",120,Didi Garton,Polygender,60,13 Ivy BoulevardSuite 234,3554,Carterbury,Queensland,Australia,12,55507,2021-6-30,2021-07-11,50,113,3,339,0.0%,13.0%,13,39
51,180,Shirt,Camp Collared,XS,orange,112,52,"A orange coloured, XS sized, Camp Collared Shirt",120,Didi Garton,Polygender,60,13 Ivy BoulevardSuite 234,3554,Carterbury,Queensland,Australia,12,55507,2021-6-30,2021-07-11,51,98,1,98,12.5%,0.0%,0,0
52,217,Shirt,Chambray,M,orange,105,43,"A orange coloured, M sized, Chambray Shirt",204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13,57810,2021-10-15,2021-10-31,52,106,2,212,0.0%,0.95%,1,2
53,95,Shirt,Flannel,XS,indigo,96,46,"A indigo coloured, XS sized, Flannel Shirt",204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13,57810,2021-10-15,2021-10-31,53,118,3,354,0.0%,22.92%,22,66
54,800,Jacket,Pullover,XS,violet,114,61,"A violet coloured, XS sized, Pullover Jacket",204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13,57810,2021-10-15,2021-10-31,54,91,2,182,20.18%,0.0%,0,0
55,835,Jacket,Shearling,XS,violet,95,75,"A violet coloured, XS sized, Shearling Jacket",204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13,57810,2021-10-15,2021-10-31,55,117,1,117,0.0%,23.16%,22,22
56,1249,Trousers,Tracksuit Bottoms,XL,blue,91,68,"A blue coloured, XL sized, Tracksuit Bottoms Trousers",204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13,57810,2021-10-15,2021-10-31,56,112,2,224,0.0%,23.08%,21,42
57,753,Jacket,Peacoat,L,green,102,73,"A green coloured, L sized, Peacoat Jacket",204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13,57810,2021-10-15,2021-10-31,57,109,2,218,0.0%,6.86%,7,14
58,114,Shirt,Denim,XL,orange,115,67,"A orange coloured, XL sized, Denim Shirt",204,Bird McGarvie,Female,60,889 Hermann Station StApt. 026,5120,East Jakeberg,New South Wales,Australia,13,57810,2021-10-15,2021-10-31,58,92,3,276,20.0%,0.0%,0,0
59,1202,Trousers,Pleated,M,yellow,90,54,"A yellow coloured, M sized, Pleated Trousers",957,Felic Marrian,Male,75,5215 Mitchell TrackSuite 778,4220,Samanthaberg,South Australia,Australia,14,21270,2021-3-29,2021-04-12,59,105,2,210,0.0%,16.67%,15,30
60,227,Shirt,Chambray,M,green,105,56,"A green coloured, M sized, Chambray Shirt",957,Felic Marrian,Male,75,5215 Mitchell TrackSuite 778,4220,Samanthaberg,South Australia,Australia,14,21270,2021-3-29,2021-04-12,60,106,3,318,0.0%,0.95%,1,3
61,108,Shirt,Denim,L,red,115,52,"A red coloured, L sized, Denim Shirt",957,Felic Marrian,Male,75,5215 Mitchell TrackSuite 778,4220,Samanthaberg,South Australia,Australia,14,21270,2021-3-29,2021-04-12,61,92,2,184,20.0%,0.0%,0,0
62,91,Shirt,Flannel,S,blue,96,43,"A blue coloured, S sized, Flannel Shirt",957,Felic Marrian,Male,75,5215 Mitchell TrackSuite 778,4220,Samanthaberg,South Australia,Australia,14,21270,2021-3-29,2021-04-12,62,118,3,354,0.0%,22.92%,22,66
63,909,Trousers,Cords,XL,violet,113,73,"A violet coloured, XL sized, Cords Trousers",957,Felic Marrian,Male,75,5215 Mitchell TrackSuite 778,4220,Samanthaberg,South Australia,Australia,14,21270,2021-3-29,2021-04-12,63,94,2,188,16.81%,0.0%,0,0
64,699,Jacket,Parka,XL,violet,119,80,"A violet coloured, XL sized, Parka Jacket",468,Maegan Ashton,Genderqueer,67,06 Ebert CrestSuite 385,5607,West Isla,Tasmania,Australia,15,15488,2021-9-22,2021-10-08,64,113,3,339,5.04%,0.0%,0,0
65,1195,Trousers,Pleated,XS,orange,90,74,"A orange coloured, XS sized, Pleated Trousers",468,Maegan Ashton,Genderqueer,67,06 Ebert CrestSuite 385,5607,West Isla,Tasmania,Australia,15,15488,2021-9-22,2021-10-08,65,105,3,315,0.0%,16.67%,15,45
66,291,Shirt,Cuban Collar,S,yellow,93,41,"A yellow coloured, S sized, Cuban Collar Shirt",468,Maegan Ashton,Genderqueer,67,06 Ebert CrestSuite 385,5607,West Isla,Tasmania,Australia,15,15488,2021-9-22,2021-10-08,66,105,2,210,0.0%,12.9%,12,24
67,972,Trousers,Slim-Fit,M,indigo,119,67,"A indigo coloured, M sized, Slim-Fit Trousers",468,Maegan Ashton,Genderqueer,67,06 Ebert CrestSuite 385,5607,West Isla,Tasmania,Australia,15,15488,2021-9-22,2021-10-08,67,97,3,291,18.49%,0.0%,0,0
68,1212,Trousers,Pleated,M,blue,90,66,"A blue coloured, M sized, Pleated Trousers",468,Maegan Ashton,Genderqueer,67,06 Ebert CrestSuite 385,5607,West Isla,Tasmania,Australia,15,15488,2021-9-22,2021-10-08,68,105,2,210,0.0%,16.67%,15,30
69,7,Shirt,Oxford Cloth,M,orange,114,77,"A orange coloured, M sized, Oxford Cloth Shirt",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,69,96,3,288,15.79%,0.0%,0,0
70,381,Shirt,Henley,S,violet,92,43,"A violet coloured, S sized, Henley Shirt",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,70,94,3,282,0.0%,2.17%,2,6
71,17,Shirt,Oxford Cloth,M,green,114,60,"A green coloured, M sized, Oxford Cloth Shirt",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,71,96,2,192,15.79%,0.0%,0,0
72,297,Shirt,Cuban Collar,M,green,93,45,"A green coloured, M sized, Cuban Collar Shirt",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,72,105,2,210,0.0%,12.9%,12,24
73,28,Shirt,Oxford Cloth,L,indigo,114,70,"A indigo coloured, L sized, Oxford Cloth Shirt",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,73,96,1,96,15.79%,0.0%,0,0
74,934,Trousers,Drawstring,XL,blue,104,60,"A blue coloured, XL sized, Drawstring Trousers",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,74,96,1,96,7.69%,0.0%,0,0
75,324,Shirt,Mandarin Collar,XL,orange,108,59,"A orange coloured, XL sized, Mandarin Collar Shirt",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,75,109,3,327,0.0%,0.93%,1,3
76,578,Jacket,Bomber,L,green,90,78,"A green coloured, L sized, Bomber Jacket",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,76,100,2,200,0.0%,11.11%,10,20
77,273,Shirt,Polo,L,indigo,117,60,"A indigo coloured, L sized, Polo Shirt",564,Shoshana Redsell,Bigender,34,65 Schroeder WayApt. 552,4054,North Marcusland,Northern Territory,Australia,16,36479,2021-7-7,2021-07-08,77,95,1,95,18.8%,0.0%,0,0
78,132,Shirt,Denim,M,indigo,115,56,"A indigo coloured, M sized, Denim Shirt",614,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,7529,Samuelside,New South Wales,Australia,17,51822,2021-2-9,2021-02-11,78,92,2,184,20.0%,0.0%,0,0
79,791,Jacket,Pullover,S,blue,114,73,"A blue coloured, S sized, Pullover Jacket",614,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,7529,Samuelside,New South Wales,Australia,17,51822,2021-2-9,2021-02-11,79,91,2,182,20.18%,0.0%,0,0
80,463,Jacket,Puffer,L,orange,110,66,"A orange coloured, L sized, Puffer Jacket",614,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,7529,Samuelside,New South Wales,Australia,17,51822,2021-2-9,2021-02-11,80,118,1,118,0.0%,7.27%,8,8
81,1066,Trousers,Joggers,S,green,94,76,"A green coloured, S sized, Joggers Trousers",614,Sherwynd Batsford,Polygender,45,627 Weber PassApt. 498,7529,Samuelside,New South Wales,Australia,17,51822,2021-2-9,2021-02-11,81,93,2,186,1.06%,0.0%,0,0
82,35,Shirt,Dress,XS,red,119,63,"A red coloured, XS sized, Dress Shirt",299,Anny Midden,Non-binary,32,810 Jasper CircleSuite 777,89,Lake Amelia,Victoria,Australia,18,22902,2021-1-1,2021-01-03,82,104,1,104,12.61%,0.0%,0,0
83,970,Trousers,Slim-Fit,XS,indigo,119,74,"A indigo coloured, XS sized, Slim-Fit Trousers",299,Anny Midden,Non-binary,32,810 Jasper CircleSuite 777,89,Lake Amelia,Victoria,Australia,18,22902,2021-1-1,2021-01-03,83,97,3,291,18.49%,0.0%,0,0
84,285,Shirt,Cuban Collar,XS,orange,93,62,"A orange coloured, XS sized, Cuban Collar Shirt",299,Anny Midden,Non-binary,32,810 Jasper CircleSuite 777,89,Lake Amelia,Victoria,Australia,18,22902,2021-1-1,2021-01-03,84,105,1,105,0.0%,12.9%,12,12
85,1110,Trousers,Cropped,XS,indigo,99,55,"A indigo coloured, XS sized, Cropped Trousers",299,Anny Midden,Non-binary,32,810 Jasper CircleSuite 777,89,Lake Amelia,Victoria,Australia,18,22902,2021-1-1,2021-01-03,85,115,3,345,0.0%,16.16%,16,48
86,452,Jacket,Denim,M,violet,92,43,"A violet coloured, M sized, Denim Jacket",299,Anny Midden,Non-binary,32,810 Jasper CircleSuite 777,89,Lake Amelia,Victoria,Australia,18,22902,2021-1-1,2021-01-03,86,107,1,107,0.0%,16.3%,15,15
87,71,Shirt,Flannel,S,red,96,59,"A red coloured, S sized, Flannel Shirt",513,Corri Womack,Non-binary,39,051 White WayApt. 392,2358,Port Ali,Tasmania,Australia,19,56754,2021-8-30,2021-09-10,87,118,1,118,0.0%,22.92%,22,22
88,347,Shirt,Mandarin Collar,M,violet,108,76,"A violet coloured, M sized, Mandarin Collar Shirt",513,Corri Womack,Non-binary,39,051 White WayApt. 392,2358,Port Ali,Tasmania,Australia,19,56754,2021-8-30,2021-09-10,88,109,2,218,0.0%,0.93%,1,2
89,316,Shirt,Mandarin Collar,S,red,108,48,"A red coloured, S sized, Mandarin Collar Shirt",513,Corri Womack,Non-binary,39,051 White WayApt. 392,2358,Port Ali,Tasmania,Australia,19,56754,2021-8-30,2021-09-10,89,109,2,218,0.0%,0.93%,1,2
90,809,Jacket,Shearling,XL,red,95,42,"A red coloured, XL sized, Shearling Jacket",513,Corri Womack,Non-binary,39,051 White WayApt. 392,2358,Port Ali,Tasmania,Australia,19,56754,2021-8-30,2021-09-10,90,117,3,351,0.0%,23.16%,22,66
91,682,Jacket,Parka,M,green,119,71,"A green coloured, M sized, Parka Jacket",513,Corri Womack,Non-binary,39,051 White WayApt. 392,2358,Port Ali,Tasmania,Australia,19,56754,2021-8-30,2021-09-10,91,113,3,339,5.04%,0.0%,0,0
92,596,Jacket,Cardigan,S,red,118,47,"A red coloured, S sized, Cardigan Jacket",789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,20,45129,2021-1-13,2021-01-20,92,112,2,224,5.08%,0.0%,0,0
93,85,Shirt,Flannel,XS,green,96,55,"A green coloured, XS sized, Flannel Shirt",789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,20,45129,2021-1-13,2021-01-20,93,118,3,354,0.0%,22.92%,22,66
94,571,Jacket,Bomber,S,yellow,90,64,"A yellow coloured, S sized, Bomber Jacket",789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,20,45129,2021-1-13,2021-01-20,94,100,1,100,0.0%,11.11%,10,10
95,1114,Trousers,Cropped,XL,indigo,99,58,"A indigo coloured, XL sized, Cropped Trousers",789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,20,45129,2021-1-13,2021-01-20,95,115,3,345,0.0%,16.16%,16,48
96,514,Jacket,Windbreaker,XL,blue,109,59,"A blue coloured, XL sized, Windbreaker Jacket",789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,20,45129,2021-1-13,2021-01-20,96,102,3,306,6.42%,0.0%,0,0
97,681,Jacket,Parka,S,green,119,62,"A green coloured, S sized, Parka Jacket",789,Bone Perche,Genderqueer,36,638 Thomas ManorApt. 038,1438,Aliceland,Western Australia,Australia,20,45129,2021-1-13,2021-01-20,97,113,1,113,5.04%,0.0%,0,0
